Source,Text,Label
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,"Chez Saretec, nous ne choisissons pas impérativement la solution la plus simple pour nous, mais celle qui aura une portée environnementale positive et sur le long terme",1
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,Ambitions et performance : • Rédiger une charte d’achats responsables en 2022. ,1
https://www.airfranceklm.com/sites/default/files/2023-04/AFK_DEU_2022_VF_24-04-23.pdf,Le Groupe s’efforce également d’améliorer en permanence tous les aspects de ses activités afin de réduire son empreinte environnementale.,1
https://www.clariane.com/sites/default/files/2023-06/urd-2022-28-april-2023.pdf,Tous les nouveaux bâtiments certifiés HQE ou équivalent,1
https://www.digital-mag.fr/manomano-presente-ses-objectifs-de-reduction-de-gaz-a-effet-de-serre/,"Suite à la simplification de son en-tête, l’impact carbone de la page a été réduit de 1%.",0
https://www.brl.fr/fr/dpef-groupe,"Le Groupe BRL s’inscrit au cœur des défis du développement durable avec une raison d’être d’utilité territoriale et sociétale, respectueuse de l’environnement et de l’intérêt à long terme des populations.",1
https://www.img.caisse-epargne.fr/app/uploads/sites/3/2023/11/08184835/brochure-garanties-dassurances-et-dassistance-cartes-visa-clients-version-interactive.pdf,L’indemnisation de l’assuré est due dans les cas suivants : Préjudice matériel important atteignant l’Assuré.,1
https://www.getlinkgroup.com/content/uploads/2023/08/plan-environnement-2025-fr.pdf,Le Groupe a mis en place ces dernières années plusieurs solutions alternatives pour réduire l’utilisation de produits phytosanitaires.,1
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,71 binômes magasins Biocoop / épiceries sociales et solidaires (56 en 2019) dans le programme Biovrac pour Tous destiné à diversifier l’alimentation des personnes en situation de précarité.,0
https://www.naturopera.com/notre-usine,"Bornes de recharge sur site, covoiturage des opérateurs avec véhicules électriques.",0
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,34 % de l’offre non emballée ou en emballage réutilisable.,0
https://www.img.caisse-epargne.fr/app/uploads/sites/3/2023/11/08184835/brochure-garanties-dassurances-et-dassistance-cartes-visa-clients-version-interactive.pdf,"Si un Assuré en déplacement perd ou se fait voler ses dossiers Le Service d’Assistance de la Carte Visa se chargera de prendre, auprès de la personne désignée par l’Assuré, le double des dossiers (dans la limite de 5 kilos) et de les acheminer jusqu’à l’Assuré.",0
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"Aubay dispose d’une stratégie de communication bien marquée sur les réseaux sociaux et est très actif sur les plateformes sociales telles que LinkedIn (avec plus de 50 000 abonnés), Twitter, Instagram, Facebook ainsi que sur sa chaîne YouTube : Aubay TV.",0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,L’UES Saretec est dotée d’un Comité Social et Économique élu en novembre 2019.,0
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,La démarche : soutenir un modèle agricole durable permettant la viabilité et la transmission de fermes à taille humaine.,0
https://www.getlinkgroup.com/content/uploads/2023/08/plan-environnement-2025-fr.pdf, L’exploitation du tunnel sous la anche évite en effet toute interférence avec la vie marine et supprime tous les travaux qui auraient été nécessaires à l’installation d’un câble sous-marin.,1
https://www.elle.fr/Mode/Dossiers-mode/tendances-mode-automne-hiver,"Pour l’automne-hiver 2024-2025, la mode fait (presque) ses adieux aux années 2000 et revient à des influences plus pointues, plus chics aussi",0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,Nous avons choisi d’avoir des véhicules dont le taux de rejet de CO2 est inférieur à 135 grammes en norme WLTP.,0
https://www.deltadore.fr/fichier/5319,"Nous sommes pleinement engagés auprès du Pacte Mondial de l’ONU. Celui-ci nous incite à adopter et à promouvoir une attitude éthique, socialement responsable et respectueuse de l’environnement.",1
https://www.img.caisse-epargne.fr/app/uploads/sites/3/2023/11/08184835/brochure-garanties-dassurances-et-dassistance-cartes-visa-clients-version-interactive.pdf," Les bénéficiaires de la garantie sont : Le porteur de la Carte Visa, ainsi que son conjoint ou concubin vivant sous le même toit et ses enfants célibataires de moins de 25 ans fiscalement à sa charge, même s’ils voyagent séparément.",0
https://www.elle.fr/Mode/Dossiers-mode/tendances-mode-automne-hiver,"La tendance du cardigan, de vigueur depuis la saison dernière, persiste et signe. À torsades, croppé, à manches ballons ou à boutons bijoux, il habillera toutes les silhouettes et tous les styles dès cet hiver pour une allure preppy à souhait.",0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,"Elle met en œuvre une technologie numérique de stockage de données sécurisées, transparentes, inviolables et décentralisées pour instaurer des échanges de confiance entre les opérateurs.",0
https://www.triomphe-securite.fr/wp-content/uploads/2024/09/RAPPORT-RSE-2024-BD.pdf,Nous sommes déterminés à intégrer ces principes dans toutes nos opérations et à contribuer à la préservation de notre planète pour les générations futures.,1
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,"Fin 2020, lancement de la consigne du verre",0
https://www.suez.com/-/media/suez-global/files/publication-docs/pdf-francais/finance/suez-dpef2022_fr.pdf,Nos métiers et notre savoir-faire contribuent naturellement à la préservation de l’environnement et l’apport de services essentiels.,1
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,100 % des textiles en coton constitués de fibres bio ou répondant aux labels les plus exigeants (Gots).,0
https://www.sami.eco/blog/greenwashing-exemples,La protection de l'environnement existe aussi en allumettes.,1
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"En complément, Aubay met également à disposition des salariés un service d’assistance psychologique externalisé, par le biais de son partenaire « Tout Apprendre », accessible sur le site du CSE, 24h/24 et 7j/7.",0
https://www.coca-cola.com/fr/fr/sustainability/environnement,"La protection de l'environnement est une priorité majeure. Conscients que nous avons un rôle à jouer en tant qu'acteurs industriels mondiaux, nous nous engageons à limiter au maximum nos impacts sur la nature à travers trois axes majeurs : le recyclage, l'eau et le climat.",1
https://www.groupebayard.com/fr/decouvrir-bayard/rapports-de-gestion-rse/,"Bayard s’est engagé avec une ambition nouvelle, au deuxième trimestre 2018, dans un exercice de définition de ses priorités d’action en matière de RSE pour les années à venir.",1
https://www.brl.fr/fr/dpef-groupe,"La part de cette cible est de limiter au maximum les coûts de la compensation demandés par la DREAL dans les dossiers de financement, en travaillant en amont sur les projets pour éviter et réduire, autant que possible, les impacts environnementaux.",1
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,"La démarche : proposer une alimentation saine, limiter les produits ultra-transformés au profit de recettes plus proches du fait maison, offrir une complète transparence sur la composition des produits.",0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,Ambitions et performance: • Prévenir les accidents pour améliorer la durée de vie des actifs.,1
https://www.groupebayard.com/fr/decouvrir-bayard/rapports-de-gestion-rse/,"Les sociétés du Benelux détenues à parite avec Roularta sont de fait engagées par la charte d’entrepreneuriat durable signée par Roularta (principes, thèmes et actions concrètes tant en ce qui concerne l’environnement que les facteurs humains). Les actions visées sont auditées par des experts indépendants externes.",1
https://www.deltadore.fr/fichier/5319,"Nos solutions qui donnent à chacun, au quotidien, le pouvoir d’impacter positivement notre environnement. Des solutions qui seules ne pourront pas tout, mais qui offrent à tous l’opportunité de concilier le confort de vie et la sobriété.",1
https://www.sncf-reseau.com/fr/developpement-durable/economie-circulaire,"L’enjeu pour 2025 est d’assurer la collecte de 100 % des matériaux structurants de la voie (rail, ballast, traverses, fils de contact de caténaire).",0
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"En 2021, dans le cadre de la Semaine Européenne pour l’Emploi de Personnes Handicapées (SEEPH), Aubay Care a organisé un Handiquizz ainsi qu’une webconférence autour de la thématique « Handicap et Performance » avec pour invité Maxime Thomas, pongiste médaillé à de nombreuses reprises et plus récemment médaillé de bronze en individuel et en équipe aux Jeux paralympiques 2020 de Tokyo qui a enthousiasmé les participants par son dynamisme.",0
https://www.groupe-casino.fr/wp-content/uploads/2020/04/CASINO_URD_2019_VF_2904.pdf,"La politique RSE du Groupe a pour ambition de proposer des modes de consommation responsables, et d’améliorer la durabilité de son modèle d’affaires en soutenant la confiance accordée par les principales parties prenantes avec lesquelles il entretient un dialogue constant.",1
https://leshorizons.net/greenbig-ia-recyclage-plastique/,"Une fois équipés, ces derniers offrent donc à leurs clients la possibilité de venir déposer leurs bouteilles vides… Les utilisateurs, eux, sont rétribués comme pour la consigne.",0
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"En France, le suivi de la qualité, de la sécurité de l’information et du respect de la politique environnementale est mené conformément aux exigences normatives sur lesquelles Aubay est certifi ée (ISO 9001, ISO 27001, ISO 14001).",0
https://www.triomphe-securite.fr/wp-content/uploads/2023/08/rapportRSE-GTS-2022-DEF-site.pdf,"Portés par la passion du métier et des hommes, nous comptons contribuer à un monde plus sûr, ouvert et durable, où l’innovation et la bienveillance sont au service des personnes et de leur environnement.",1
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"Socle de ce savoir-faire, Aubay compte plus de 7 300 collaborateurs à travers l’Europe, en équivalent temps plein, sous-traitants inclus, dont environ 91 % sont des consultants productifs qui exercent des missions.",0
https://www.edf.fr/sites/groupe/files/2023-03/edf-urd-rapport-financier-annuel-2022-fr.pdf,"Le Royaume-Uni, qui doit engager un renouvellement important de ses moyens de production d’électricité, a établi depuis 2008 un Climate Change Act.",0
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"Les nouveaux locaux sont aisément accessibles par les transports en commun ou les véhicules électriques, ou même via des alternatives plus saines et moins carbonées telles que la marche à pied ou le vélo (un arrêt de vélo du conseil municipal se situe à l’entrée).",1
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,20 tonnes de plastique en moins grâce à la suppression du bouchon des briques de lait à marque Biocoop en 2020.,0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,Une première édition a été consacrée au cambriolage.,0
https://www.suez.com/fr/eau/distribution-eau/ressources-eau/reut,700 000 m³/an d’eaux usées que nous avons traitées et réutilisées en France.,0
https://www.getlinkgroup.com/content/uploads/2023/08/plan-environnement-2025-fr.pdf,"A cette fin, nous avons élaboré une nouvelle feuille de route pour la stratégie environnementale de Getlink, avec des objectifs clairs fixés pour 2025.",1
https://www.sami.eco/blog/greenwashing-exemples,"Roulez vert, ce n’est pas trop cher ?",1
https://totalenergies.com/system/files/documents/2024-03/totalenergies_document-enregistrement-universel-2023_2023_fr_pdf.pdf,Le système énergétique doit donc se transformer car l’énergie est au cœur de ce défi climatique mondial : les émissions de GES liées à la production ou à l’utilisation d’énergie représentent en 2021 plus de 60% des émissions mondiales,0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,"Smart.Care, une suite de solutions qui digitalisent la déclaration, l’évaluation et la mise en œuvre des réparations/remplacements.",0
https://www.suez.com/-/media/suez-global/files/publication-docs/pdf-francais/finance/suez-dpef2022_fr.pdf,SUEZ entend jouer un rôle moteur dans l’atteinte des Objectifs de Développement Durable des Nations Unies pour 2030.,1
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,"Relocalisation en France de productions (tomates pour les sauces, graines de courge...).",0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,United Heroes est un programme de bien-être en entreprise destiné à aider les collaborateurs à être plus actifs et en meilleure santé.,0
https://www.getlinkgroup.com/content/uploads/2023/08/plan-environnement-2025-fr.pdf,"C’est le sens des efforts que les équipes de Getlink conduisent depuis plus de dix ans pour améliorer l’empreinte environnementale et climatique des activités du Groupe, avec des résultats tangibles et inspirants.",1
https://wildandslow.fr/blog-communication/wild-slow-life/5-pubs-epinglees-pour-greenwashing/,Daddy vous rappelle que le sucre est une plante.,1
https://www.suez.com/-/media/suez-global/files/publication-docs/pdf-francais/finance/suez-dpef2022_fr.pdf,SUEZ s’efforce de prendre en compte les Objectifs de Développement Durable (ODD) de l’ONU dans ses stratégies d’investissement.,1
https://leshorizons.net/greenbig-ia-recyclage-plastique/,Greenbig a décidé de développer b:bot : un projet de machine qui permet de collecter des contenants et de faciliter le recyclage du plastique.,0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,Cet avenant s’est accompagné d’un accord sur le droit à la déconnexion signé le même jour.,0
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,18 % de produits locaux.,0
https://www.triomphe-securite.fr/wp-content/uploads/2022/10/RAPPORT-RSE-2021-GTS.pdf,"La démarche de TRI DES DECHETS a été initiée début 2022. En revanche, la démarche de traitement des déchets numériques est travaillée depuis plusieurs années.",1
https://www.brl.fr/fr/dpef-groupe,Limiter les volumes perdus et mieux appréhender les volumes non comptabilisés sont des préoccupations quotidiennes dans l’esprit des équipes d’exploitation.,1
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,53 % de la charcuterie à marque Biocoop sans sel nitrité.,0
https://www.img.caisse-epargne.fr/app/uploads/sites/3/2023/11/08184835/brochure-garanties-dassurances-et-dassistance-cartes-visa-clients-version-interactive.pdf,Le Service d’Assistance de la Carte Visa organise et prend en charge le rapatriement si celui-ci s’avère nécessaire.,1
https://www.ecosia.org/?c=fr,Nos panneaux solaires produisent le double de l’énergie nécessaire pour alimenter vos recherches. Cette ressource renouvelable permet de réduire l’utilisation de combustibles fossiles.,0
https://www.triomphe-securite.fr/wp-content/uploads/2022/10/RAPPORT-RSE-2021-GTS.pdf,"Le Conseil de Surveillance tient beaucoup à la mise en œuvre de la politique RSE, il y a une réelle implication.",1
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,Le Groupe privilégie ainsi l’expertise à distance (visio-expertise) en vue de limiter les déplacements de ses collaborateurs.,0
https://www.sncf-reseau.com/fr/developpement-durable/economie-circulaire,"Chaque année, nous envoyons 600 tonnes de cuivre en recyclage.",0
https://static.pierre-fabre.com/corpo/sites/pierre-fabre.com/files/2024-07/Rapport%20annuel%202024%20V%20Fr.pdf,"Innover, c'est faire de notre politique RSE une priorité ambitieuse, qui se traduit par des investissements au profit de la décarbonation de nos opérations et du sourcing responsable de nos actifs naturels [...].",1
https://cdn-group.bnpparibas.com/uploads/file/bnpparibas_2022_deu_chap7_resume_fr.pdf,Premier closing à hauteur de 100 millions d’euros du fonds BNP Paribas Solar Impulse Venture.,0
https://www.getlinkgroup.com/content/uploads/2023/08/plan-environnement-2025-fr.pdf,Getlink a choisi pour ses nouveaux engagements environnementaux un horizon de temps de six ans.,1
https://damartex.com/engagement/,Les équipes Achats travaillent à l’écriture de critères de durabilité pour les produits et petits équipements de la maison.,1
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"Avec un label Platinum obtenu en 2021, Aubay est évaluée avec une note de 78/100 par Ecovadis et classée dans le top 1 % des sociétés évaluées, tant au classement général que dans la catégorie « Computer programming and Services ».",0
https://www.elle.fr/Mode/Dossiers-mode/tendances-mode-automne-hiver,"La jupe s’arbore cette fois en longueur maxi et prend des allures de tailleur, dessinant les contours d’une nouvelle élégance.",0
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,Le véritable enjeu consiste donc à agir sur les émissions de CO2 produites indirectement par son activité et donc sur les 2 milliards de travaux aux bâtiments chiffrés.,0
https://www.clariane.com/sites/default/files/2023-06/urd-2022-28-april-2023.pdf,"Korian est engagé sur une feuille de route bas carbone, visant à limiter l’empreinte environnementale de ses activités en améliorant notamment la performance énergétique de ses bâtiments, et en adaptant ses opérations au contexte d’urgence climatique actuel.",1
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"En 2021, un nouveau cycle de certifi cation ISO 9001 a démarré.",0
https://www.groupebayard.com/fr/decouvrir-bayard/rapports-de-gestion-rse/,"En outre, Bayard promeut depuis longtemps des initiatives portées par des hommes et des femmes qui inventent pour demain un monde plus juste et écologiquement responsable.",1
https://wildandslow.fr/blog-communication/wild-slow-life/5-pubs-epinglees-pour-greenwashing/,"Volvic 50cl, première bouteille d’origine végétale.",1
https://www.deltadore.fr/fichier/5319,"Nous innovons pour un mode de vie plus durable, dans lequel réduire l’empreinte énergétique des logements va de pair avec mieux vivre. Nous sommes engagés pour une sobriété positive.",1
https://www.biocoop.fr/actualites-bio/developpement-durable-on-l-a-dit-on-le-fait?srsltid=AfmBOor770RXzIHRNIY-eBPg6tIvaxVflw1kHWcCGpi2BPI75EnfQnvV,"Déjà – 12 % de 2010 à 2013 et - 13,5 % de 2014 à 2017.",0
https://cdn-group.bnpparibas.com/uploads/file/bnpparibas_2022_deu_chap7_resume_fr.pdf,Mobiliser 350 milliards d’euros au travers des activités de crédits et d’émissions obligataires durables.,0
https://medias.sncf.com/sncfcom/finances/Publications_Groupe/Rapport_financier_annuel_2021_groupe_SNCF.pdf,"Le Groupe ambitionne un impact positif sur son écosystème, tant sur le plan écologique que sur celui du développement des territoires.",1
https://aubay.com/wp-content/uploads/2022/04/AUB_URD2021_FR_22_04_13_MEL2.pdf,"En 2021, 306 personnes ont été formées passant ainsi le nombre de salariés italiens formés à 881.",0
https://unglobalcompact.org/participation/report/cop/active/461854,Nous nous engageons sans réserve à prendre toute notre place dans la lutte contre le changement climatique.,1
https://www.saretec.fr/sites/default/files/2022-05/Rapport%20DPEF%202021.pdf,"Il y a dix ans déjà, les climatologues nous présentaient les risques environnementaux de demain.",0
https://www.edf.fr/sites/groupe/files/2023-03/edf-urd-rapport-financier-annuel-2022-fr.pdf,"La Programmation Pluriannuelle de l’Énergie (PPE), qui décline les orientations de la politique énergétique française, offre une visibilité à dix ans, indispensable pour les grands acteurs industriels.",0
https://www.leroymerlin.fr/complement-information-sur-methode-de-calcul-du-home-index.html,Les critères relatifs à l’étape de cycle de vie la plus impactante en carbone ont un poids plus important lors du calcul de la note.,0
https://wildandslow.fr/blog-communication/wild-slow-life/5-pubs-epinglees-pour-greenwashing/,"Au commencement, daddy est végétal.",1
https://sodiaal.coop/wp-content/uploads/2023/06/BD_Sodiaal_RapportIntegre_DIGITAL_2022.pdf,Nos travaux ont mobilisé les compétences de cinq personnes et se sont déroulés entre septembre 2022 et mai 2023 sur une durée totale d’intervention de dix semaines.,0
https://www.img.caisse-epargne.fr/app/uploads/sites/3/2023/11/08184835/brochure-garanties-dassurances-et-dassistance-cartes-visa-clients-version-interactive.pdf,L’Assuré ou un membre de sa famille s’engage à rembourser le Service d’Assistance de la Carte Visa dans les 60 jours à compter de la réception de la facture.,0
https://www.sncf-reseau.com/fr/developpement-durable/economie-circulaire,Nous avons créé trois véritables laboratoires de recherche sur le réemploi et le recyclage des matériaux du ferroviaire.,0
